,0,1,2,3,4,5,6,7,8
0,0.05885566,-0.00058372354,-0.041859087,0.061033867,-0.09864421,-0.08453902,-0.109153524,-0.08910464,0.095336944
1,-0.012135658,-0.019261278,-0.06576261,-0.070158035,0.08649043,0.07526369,-0.094879314,0.0027012876,0.05651984
2,-0.075329125,0.0030255427,0.094962776,-0.04108289,0.049347244,0.08146307,-0.028207216,0.023265071,0.068839796
3,0.031515203,0.06731376,-0.046098642,-0.07215805,-0.060835008,0.07526322,-0.05719304,-0.013414117,-0.04949062
4,-0.096901834,-0.027185706,-0.06760154,-0.053327624,-0.023017252,-0.06678808,-0.11176992,-0.009922774,0.07003452
5,0.04919917,0.048314363,0.012476782,-0.055929445,-0.07782534,-0.005121515,-0.039986756,0.060957376,-0.012314495
6,0.037772745,-0.10464072,0.021302665,-0.04203828,-0.0012230154,0.052101273,-0.055150688,-0.009096963,0.045993246
7,-0.0782627,-0.03676317,-0.029328542,-0.07470701,0.058224835,-0.059888046,0.069236,-0.09618113,-0.080530874
8,-0.024277778,0.07237287,-0.05096453,0.037580125,-0.0009022078,-0.07998811,0.0070166625,0.10928979,-0.09059057
9,0.07255416,-0.040653944,-0.024013134,0.02283254,-0.017681269,0.10417029,-0.08810361,-0.036191374,0.0019225752
10,0.0046864925,0.07239782,0.0891359,0.018914083,0.041390393,-0.005050028,-7.308442e-05,0.0012240649,0.01936907
11,0.008972519,0.08014592,-0.07735344,-0.0136559205,0.055582594,0.05460524,0.07575535,-0.04098987,-0.092176
12,0.009423009,0.060479965,0.08923641,0.040610928,-0.08212514,0.041350808,-0.03609604,0.033063,-0.023860922
13,0.0984388,0.043725654,-0.101319686,-0.065526545,0.06347692,0.02783301,0.013085228,0.02781357,-0.08145863
14,0.04279087,-0.0743374,-0.07337574,0.016973805,-0.078393824,-0.0026821436,-0.0017905666,-0.004807598,0.06121024
15,-0.030657059,-0.10023576,0.08334379,0.052970313,-0.037900064,-0.0486958,-0.023588877,-0.010155154,-0.07326674
16,0.05536045,-0.03543546,0.08209083,0.04654198,0.03159051,-0.044476517,0.009996548,0.026303252,-0.04135454
17,0.08184846,-0.037134096,0.008027227,0.049678076,0.04239595,0.0358455,-0.04474636,0.06651153,0.052964754
18,0.019595504,0.049588345,0.07953073,0.0049224566,-0.013720623,0.06426098,0.011358577,0.017281761,-0.0911599
19,0.03661083,0.07084331,0.02463743,0.002135534,0.024522852,0.038853064,-0.07156132,-0.09382604,0.06116694
20,-0.064762436,-0.032059774,0.07750998,0.026323985,-0.06342991,-0.10156996,-0.0596136,0.032279655,-0.10031591
21,-0.035927568,0.052970912,-0.0012964006,0.05612838,-0.0068214205,0.018603472,-0.07942853,0.054995608,0.03920786
22,0.029275212,0.044601362,0.09539648,-0.0033760243,0.0719871,0.026431387,-0.059768658,0.086857006,-0.08287018
23,0.033190407,-0.05283348,-0.061795574,-0.025068574,-0.048982713,0.078591615,0.0281507,0.053780816,0.03835705
24,-0.110191494,-0.037535485,-0.060990617,-0.024370676,0.031942725,-0.05837929,-0.026149668,0.038416702,0.029465927
25,-0.07293545,-0.017098857,-0.0050968993,-0.07354678,0.090559736,-0.02174573,-0.08610162,0.051582344,-0.068201415
26,0.054342106,-0.06342903,-0.047364194,-0.052503217,-0.06040213,-0.0029350407,0.006413303,0.029254533,0.07054517
27,-0.03866692,0.08882505,-0.046707034,0.0808944,-0.076850995,-0.010495737,-0.0045368853,0.04330445,0.013741036
28,0.005057931,-0.030775076,-0.009186266,0.056477983,0.08753518,0.047892272,0.05925335,-0.093384214,0.08316992
29,-0.05708519,0.041771855,-0.060237844,0.046761144,-0.079074524,-0.031370256,-0.048614763,0.10350545,0.09361857
30,-0.039697487,0.066749826,-0.077795096,-0.07935864,0.04772279,0.06480508,-0.07922555,0.037304983,0.022628525
31,0.023407314,-0.08333237,0.020910418,-0.04450676,0.0035409757,0.037084877,0.086860165,0.08030715,0.050231382
32,-0.05705032,-0.042082958,-0.062140282,-0.019692842,0.084948346,-0.1045601,-0.10905169,-0.040170167,-0.08920134
33,0.041343678,-0.015103614,0.017457513,-0.074443646,-0.078107975,-0.009875153,-0.0100284675,-0.06937209,0.017125694
34,0.021356896,0.033084556,0.07752801,-0.029593347,-0.019306399,-0.027136222,0.04282599,-0.0039159846,0.020906122
35,0.08281812,0.017143657,-0.09447434,0.0872442,0.017393995,0.051231556,0.010360263,-0.038208034,0.02358703
36,0.024710596,-0.037349407,-0.0074353623,0.02669353,-0.058893878,-0.09570824,0.08974458,0.08492455,-0.09697457
37,-0.04380012,0.012730161,-0.06582255,-0.05332417,0.020185096,-0.0340794,-0.070091344,-0.09988781,0.054844428
38,-0.08057713,-0.070430025,-0.050429948,0.08638378,0.036134407,0.015642708,-0.1014773,0.06572065,-0.008537853
39,0.01747561,-0.01136622,0.03470805,-0.084781155,-0.028777376,-0.046540793,0.08405453,-0.00041529126,0.0817949
40,0.09239057,-0.04382058,0.06414123,0.03812531,-0.019209296,0.0008747563,0.033003986,-0.075333945,-0.09351266
41,-0.006208037,-0.036777325,-0.057045095,0.014784431,-0.034474224,-0.008176935,-0.030985631,-0.06462085,0.007653234
42,0.07064775,0.061305065,0.0043718596,-0.05922893,-0.0734772,0.09728698,0.033290192,-0.07777639,-0.079012476
43,0.048222866,-0.008505339,0.053304605,0.056683432,0.0016789739,-0.075617105,0.023124538,0.09261757,-0.062000263
44,0.017602364,-0.018670684,0.03425459,-0.012233855,0.077272624,0.057081833,-0.0546329,-0.06307078,0.065178566
45,0.0828852,-0.084824994,0.05302173,-0.0827974,-0.012597758,-0.10157008,-0.025485057,-0.04449112,-0.04767174
46,-0.0743239,-0.057147123,0.077777304,-0.025951808,-0.09347746,-0.0072334902,0.090450466,4.8334034e-05,-0.004818676
47,-0.06400454,-0.07906785,0.098736614,-0.07813055,0.09476163,0.0782215,0.103548326,0.037484825,0.04337982
48,-0.049308352,0.09517567,0.01892122,-0.066480875,-0.062942244,0.008056095,-0.05521956,0.023256246,-0.08557014
49,0.08638221,-0.04109012,-0.057722487,0.009313481,-0.02016915,-0.10777143,-0.042101193,0.011528562,0.047395308
50,-0.034776095,-0.09328864,-0.01630195,-0.0090995515,0.07585505,-0.10172686,-0.006120099,-0.09932764,-0.03625368
51,0.04943336,0.025236811,-0.06784765,0.059241172,0.044182643,0.05436041,0.03172407,0.08314871,0.10000768
52,-0.047970664,0.060237702,-0.098508686,-0.07800856,0.055044603,-0.040006507,-0.07333441,-0.079679035,-0.046864003
53,-0.04241412,0.057679195,0.035901573,-0.09276986,-0.043907482,-0.022794532,-0.008151647,-0.09526438,0.011501271
54,0.030985897,0.043524817,0.046849027,-0.044626437,-0.082624875,0.01935458,-0.06948227,-0.05303367,0.065846875
55,0.067550115,-0.057910178,-0.052053913,0.0670565,0.020309994,-0.07198036,0.04082146,0.05501248,0.058054425
56,0.053226154,0.017242495,0.056794986,0.07169532,0.0497477,0.027574012,-0.103974774,-0.032574393,-0.078525074
57,-0.030514996,-0.055851646,-0.07309538,-0.03321485,-0.048244458,-0.059708863,0.009502305,-0.099432096,0.005170504
58,-0.01375691,0.06844419,0.07846356,0.08797961,-0.025668584,0.08685755,-0.09518635,0.025639474,0.085027754
59,0.011795609,-0.013207057,-0.07638004,-0.031084055,-0.04087583,-0.0588429,0.020868588,0.0031023584,0.06976989
60,-0.0036569017,0.046907384,0.02800829,0.0831582,0.07264492,0.027616333,0.021142777,0.02386131,0.0026718995
61,-0.09181106,-0.01482758,-0.04792578,0.064079925,0.007525773,-0.0539198,-0.052965008,-0.08313495,0.060096923
62,0.043855853,-0.05961984,-0.020627638,0.048618425,-0.08605997,-0.022660807,0.088491224,0.020647286,0.09017001
63,0.09361503,0.07132461,0.0067117927,-0.0095280595,0.016451031,0.034308262,-0.03439015,-0.08968551,0.006703251
